Country,Time,ngdpsa,hdisa,gssa,compsa,emplsa,sharep,neer,tot,hpi,ir_mort,ir_cons,oecd,imfdeveloped,eu,ea
Transformation,,gr,gr,gr,gr,gr,gr,gr,gr,gr,n,n,n,n,n,n
SA,,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
Reciprocal,,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n
USA,10/31/19,0.443046894,0.43,9.133134073,55.65811481,158650,125.2528,98.1925,103.6778315,153.195025,3.78,10.07,,,,
USA,1/31/20,-1.175154201,0.67,17.49035854,57.02389941,157581,120.0189,100,103.3967518,163.465675,3.51,10.21,,,,
USA,4/30/20,-8.484336154,9.99,17.49035854,57.02389941,137554,106.8753,100,103.3967518,163.465675,3.23,9.63,,,,
USA,7/31/20,7.854483117,-3.34,17.49035854,57.02389941,146201.7,118.4926,100,103.3967518,163.465675,2.99,9.5,,,,
USA,10/31/20,0.963213279,-1.82,17.49035854,57.02389941,149914.3,128.1044,100,103.3967518,163.465675,2.88,9.26,,,,
USA,1/31/21,1.542791999,11.41,12.36290392,55.80902113,150275.7,142.0478,96.005,107.3485371,188.91315,2.73,9.65,,,,
USA,4/30/21,1.707015905,-7.57,12.36290392,55.80902113,151445.7,153.0035,96.005,107.3485371,188.91315,2.98,9.46,,,,
USA,7/31/21,0.656694491,-1.28,12.36290392,55.80902113,153286.7,155.5046,96.005,107.3485371,188.91315,2.8,9.58,,,,
USA,10/31/21,1.69569402,-1.37,12.36290392,55.80902113,155337,158.0451,96.005,107.3485371,188.91315,3.14,9.39,,,,
USA,1/31/22,-0.410338185,-2.35,,,157680,155.4432,102.9475,,214.36645,3.55,9.09,,,,
USA,4/30/22,-0.144633973,-0.42,,,158112.7,145.9139,102.9475,,214.36645,5.1,9.39,,,,
USA,7/31/22,0.801155209,0.57,,,158605.3,138.9465,102.9475,,214.36645,5.3,8.73,,,,
USA,10/31/22,0.637397896,0.14,,,158788,139.0872,102.9475,,214.36645,7.08,10.16,,,,
USA,1/31/23,0.496811816,2.29,,,160448.3,145.4639,,,,6.13,11.21,,,,
